match_id,date,venue,city,temperature,humidity,wind_speed,precipitation,dew_factor,pitch_type,pitch_bounce,pitch_pace,pitch_turn,pitch_swing,pitch_run_rate,pitch_boundary_rate,pitch_wicket_rate,pitch_extra_rate,venue_id,venue_avg_runs,venue_matches,venue_high_score,venue_low_score,is_day_match,is_night_match,season,is_rain_affected,is_dew_affected,weather_impact,pitch_difficulty,venue_scoring_potential,match_conditions_score
1001349,2017-02-17,Melbourne Cricket Ground,Unknown,32.27398783201262,72.57588695076004,5.640757192190671,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.16,0.136,0.264,0.064,257,140.0,50,200,80,True,False,winter,False,False,7.984344569177399,1.0,3.01443445691774,4.196624719054508
1001351,2017-02-19,"Simonds Stadium, South Geelong",Victoria,31.681247812448376,76.9367756069485,2.957644747793168,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.477732793522268,0.16194331983805668,0.43724696356275305,0.044534412955465584,375,140.0,50,200,80,True,False,winter,False,False,7.606492511150897,1.0,3.0084225304673167,4.044281510553822
1001353,2017-02-22,Adelaide Oval,Unknown,34.76614408328632,73.15757406329723,4.6224105240531665,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.325,0.1625,0.4,0.06666666666666667,6,140.0,50,200,80,True,False,winter,False,False,8.058975216304127,1.0,3.0383975216304124,4.231269590847734
1003843,2016-11-12,"New Wanderers Stadium, Johannesburg",Johannesburg,19.950378133925106,53.44638563314411,4.640508139242792,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.571428571428571,0.18614718614718614,0.4675324675324675,0.06060606060606061,288,140.0,50,200,80,True,False,autumn,False,False,5.595458722898275,0.96,2.8166887294326846,3.1855212350458473
1003845,2016-11-12,"New Wanderers Stadium, Johannesburg",Johannesburg,19.86336348666434,46.40829527456368,3.9023685287535654,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.370967741935484,0.14919354838709678,0.31451612903225806,0.06048387096774194,288,140.0,50,200,80,True,False,autumn,False,False,5.087224818145332,1.0,2.745819256008082,2.984053778459749
1003847,2016-11-13,"Kingsmead, Durban",Durban,22.385696991132722,49.76425895159954,5.435991788159232,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.412844036697248,0.11009174311926606,0.33027522935779813,0.03669724770642202,216,140.0,50,200,80,True,False,autumn,False,False,5.813981004325096,1.0,2.622682504102234,3.250128902550485
1003849,2016-11-16,"Boland Park, Paarl",Paarl,20.057978356328384,53.537009795384385,5.479291654392326,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.987654320987654,0.0823045267489712,0.24691358024691357,0.05761316872427984,51,140.0,50,200,80,True,False,autumn,False,False,5.778506656280523,1.0,2.676616097726818,3.246725882057573
1003855,2016-11-18,"Willowmoore Park, Benoni",Benoni,21.023306925383004,49.98107339751608,5.203863082699272,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.729411764705882,0.1843137254901961,0.3058823529411765,0.08627450980392157,489,140.0,50,200,80,True,False,autumn,False,False,5.642156978953959,0.96,2.8371568743659834,3.20829416645478
1003857,2016-11-20,"Mangaung Oval, Bloemfontein",Bloemfontein,20.188409439709634,50.347697664693264,4.411222644091126,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.518072289156627,0.10040160642570281,0.2891566265060241,0.05220883534136546,245,140.0,50,200,80,True,False,autumn,False,False,5.418470356023851,1.0,2.693654264518048,3.10611899531315
1003859,2016-11-20,"Mangaung Oval, Bloemfontein",Bloemfontein,20.69579398496441,46.581816338004955,4.443249011423974,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.886075949367089,0.1308016877637131,0.379746835443038,0.04219409282700422,245,140.0,50,200,80,True,False,autumn,False,False,5.287320017681484,1.0,2.6173395967048574,3.038395926413565
1003861,2016-11-20,"Senwes Park, Potchefstroom",Potchefstroom,20.121593863621978,60.83314320779242,5.279787590980391,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.828025477707007,0.15286624203821655,0.3057324840764331,0.07006369426751592,361,140.0,50,200,80,True,False,autumn,False,False,6.109774064947897,0.96,2.89377995426549,3.4066656168322567
1003865,2016-11-25,"St George's Park, Port Elizabeth",Port Elizabeth,19.73936947308948,47.95365154562592,4.521463729799374,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.625,0.12083333333333333,0.225,0.08333333333333333,404,140.0,50,200,80,True,False,autumn,False,False,5.275912270550119,1.0,2.6900912270550115,3.04838315363105
1003867,2016-11-25,"Mangaung Oval, Bloemfontein",Bloemfontein,22.954983738720916,45.92270092806718,4.890680792644005,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.643153526970955,0.17012448132780084,0.14937759336099585,0.04149377593360996,245,140.0,50,200,80,True,False,autumn,False,False,5.569769578804252,1.0,2.72129231057752,3.172166293637205
1003869,2016-11-25,"SuperSport Park, Centurion",Centurion,16.794015417223278,56.01445817761919,3.7285817216666706,0.0,0.0,flat,1.2,1.3,0.7,0.6,10.608695652173912,0.2463768115942029,0.34782608695652173,0.10144927536231885,415,140.0,50,200,80,True,False,autumn,False,False,5.225840794936622,0.96,2.9834536447110533,3.0710270469168597
1003871,2016-11-27,"Diamond Oval, Kimberley",Kimberley,16.289174644946506,48.793441972313744,2.873912189756769,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.761904761904762,0.14285714285714285,0.2619047619047619,0.07142857142857142,107,140.0,50,200,80,True,False,autumn,False,False,4.643372001061692,1.0,2.6405276762966454,2.7854543356840065
1003873,2016-11-27,"New Wanderers Stadium, Johannesburg",Johannesburg,19.508012976398255,55.22863611480382,6.028921036650518,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.289156626506024,0.1566265060240964,0.3373493975903614,0.05220883534136546,288,140.0,50,200,80,True,False,autumn,False,False,5.918017310710121,1.0,2.8207173937216146,3.331350403028371
1003875,2016-11-30,"St George's Park, Port Elizabeth",Port Elizabeth,18.99172878129472,62.941923654614484,4.665971381934854,0.0,0.0,balanced,1.0,1.0,1.0,1.0,5.87434554973822,0.1256544502617801,0.3769633507853403,0.041884816753926704,404,140.0,50,200,80,True,False,autumn,False,False,5.979463337247168,1.0,2.5853808886985385,3.308861512638575
1003877,2016-11-30,"Kingsmead, Durban",Durban,19.475992954081217,57.762560136332425,3.7458749654881496,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.351020408163265,0.15918367346938775,0.19591836734693877,0.04897959183673469,216,140.0,50,200,80,True,False,autumn,False,False,5.584902295322373,1.0,2.7935922703485643,3.192679372198662
1003879,2016-12-02,"Diamond Oval, Kimberley",Kimberley,25.030353234898183,56.92600291901452,4.761525265944816,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.390243902439025,0.17073170731707318,0.2682926829268293,0.036585365853658534,107,140.0,50,200,80,True,False,winter,False,False,6.3016405226295085,1.0,2.8691884425068537,3.4944938975531743
1003881,2016-12-02,"SuperSport Park, Centurion",Centurion,25.078068587598104,61.383048593459336,5.7849570173585025,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.405857740585773,0.14644351464435146,0.3514644351464435,0.05439330543933055,415,140.0,50,200,80,True,False,winter,False,False,6.733950691904477,1.0,2.8139808432490248,3.656376445411596
1003883,2016-12-04,"Kingsmead, Durban",Durban,21.75334312927563,66.76741569085182,3.7986536439910044,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.5983606557377055,0.13934426229508196,0.49180327868852464,0.040983606557377046,216,140.0,50,200,80,True,False,winter,False,False,6.273435826268355,1.0,2.787179648200606,3.4668102601474633
1003885,2016-12-04,"Kingsmead, Durban",Durban,22.27715715069663,58.865149364603326,5.254073077142364,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.900826446280991,0.1859504132231405,0.1983471074380165,0.0743801652892562,216,140.0,50,200,80,True,False,winter,False,False,6.221787798728303,0.96,2.9122614245009295,3.4551674043915073
1003887,2016-12-07,"Newlands, Cape Town",Cape Town,21.600399065474477,64.86640778325427,4.7917733178289525,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.355140186915888,0.18691588785046728,0.28037383177570097,0.0514018691588785,291,140.0,50,200,80,True,False,winter,False,False,6.361714959275952,1.0,2.871685514619184,3.519023086634218
1003889,2016-12-07,"Buffalo Park, East London",East London,15.488096474501228,72.99530526887868,3.406734694646545,0.2,0.0,flat,1.2,1.3,0.7,0.6,10.735537190082644,0.24793388429752067,0.1983471074380165,0.05371900826446281,67,140.0,50,200,80,True,False,winter,True,False,5.879921849823366,0.96,3.0615459039906012,3.3482779207274667
1003891,2016-12-07,"SuperSport Park, Centurion",Centurion,22.540606773327248,56.022124986634445,5.179498584279751,0.0,0.0,flat,1.2,1.3,0.7,0.6,10.13877551020408,0.2,0.29387755102040813,0.0326530612244898,415,140.0,50,200,80,True,False,winter,False,False,6.0910666435203975,0.96,3.022984215372448,3.4250235004826486
1003895,2016-12-09,"Senwes Park, Potchefstroom",Potchefstroom,23.67904324359841,57.516222913302116,5.127777566269109,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.0,0.08860759493670886,0.25316455696202533,0.05485232067510549,361,140.0,50,200,80,True,False,winter,False,False,6.269270983278769,1.0,2.6269270983278767,3.4330938129770834
1003899,2016-12-11,"Buffalo Park, East London",East London,15.239625516228438,87.43186181440562,5.629536353697191,0.2,0.0,flat,1.2,1.3,0.7,0.6,14.4375,0.375,0.375,0.0625,67,140.0,50,200,80,True,False,winter,True,False,7.021462913082563,0.96,3.5458962913082566,3.9017644234946767
1003901,2016-12-11,"Kingsmead, Durban",Durban,22.49966235261249,52.0798381436004,4.314351787800264,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.65909090909091,0.14772727272727273,0.4090909090909091,0.10227272727272728,216,140.0,50,200,80,True,False,winter,False,False,5.716828500001322,1.0,2.8375919409092227,3.2542497881823733
1003903,2016-12-13,"St George's Park, Port Elizabeth",Port Elizabeth,22.69502142274569,59.40152394454599,6.118137953089418,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.907563025210084,0.12184873949579832,0.25210084033613445,0.058823529411764705,404,140.0,50,200,80,True,False,winter,False,False,6.463205930119753,1.0,2.7370768955329834,3.532697751154498
1003905,2016-12-16,"SuperSport Park, Centurion",Centurion,24.147648849964778,67.10887366746074,4.175009316487947,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.097276264591439,0.10505836575875487,0.2801556420233463,0.08560311284046693,415,140.0,50,200,80,True,False,winter,False,False,6.605210431667105,1.0,2.770248669625854,3.596133906592013
1004729,2016-09-05,"Bready Cricket Club, Magheramason",Londonderry,8.818585845257811,70.56153730216236,5.628375380880269,0.05,0.0,balanced,1.0,1.0,1.0,1.0,7.180722891566265,0.1285140562248996,0.3614457831325301,0.07630522088353414,60,140.0,50,200,80,False,True,autumn,False,False,5.535610525809954,1.0,2.6716333417376217,3.148570878671506
1007655,2016-06-18,Harare Sports Club,Unknown,27.154860494596857,69.0886759522788,2.603372701958011,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.015810276679842,0.15810276679841898,0.308300395256917,0.07905138339920949,169,140.0,50,200,80,False,True,summer,False,False,6.690594387465229,1.0,2.8706404664145073,3.650365848268993
1007657,2016-06-20,Harare Sports Club,Unknown,26.197227585266774,65.46130164156092,5.413982541147409,0.0,0.0,balanced,1.0,1.0,1.0,1.0,5.855072463768116,0.10144927536231885,0.2608695652173913,0.057971014492753624,169,140.0,50,200,80,False,True,summer,False,False,6.9755843488342055,1.0,2.6830656812602323,3.726846875785729
1007659,2016-06-22,Harare Sports Club,Unknown,26.732646641043306,56.002882963322286,2.789558033196088,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.631578947368421,0.12550607287449392,0.29149797570850206,0.05263157894736842,169,140.0,50,200,80,False,True,summer,False,False,6.031320418909663,1.0,2.6662899366278086,3.345786154889427
1019979,2017-01-03,McLean Park,Napier,29.840187366698792,63.953790743732675,5.570073255256802,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.983606557377049,0.11065573770491803,0.29508196721311475,0.06967213114754098,254,140.0,50,200,80,True,False,winter,False,False,7.295722924907873,1.0,2.827932948228492,3.8838757596088476
1019981,2017-01-06,Bay Oval,Mount Maunganui,27.9304392671971,61.34385894133295,5.772879888438266,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.53941908713693,0.15352697095435686,0.4232365145228216,0.07053941908713693,36,140.0,50,200,80,True,False,winter,False,False,7.0148128514740105,0.96,2.955423193861094,3.781009779361823
1019983,2017-01-08,Bay Oval,Mount Maunganui,32.42300719290741,67.66158938335526,5.226488615527214,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.840816326530613,0.1836734693877551,0.24489795918367346,0.044897959183673466,36,140.0,50,200,80,True,False,winter,False,False,7.670677911563947,0.96,3.0511494238094556,4.06250104938747
1020029,2017-02-17,Eden Park,Auckland,29.72104368414192,77.53229325412829,5.23587119864316,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.225352112676056,0.18309859154929578,0.4507042253521127,0.03286384976525822,119,140.0,50,200,80,True,False,winter,False,False,7.895893270849239,1.0,3.0121245383525297,4.160782216010201
1031431,2017-06-21,The Rose Bowl,Southampton,24.597028765546007,52.8005393772257,7.269179747453145,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.142857142857142,0.14761904761904762,0.11428571428571428,0.02857142857142857,437,140.0,50,200,80,False,True,summer,False,False,6.553565794906516,1.0,2.8696422937763657,3.5953547767178797
1031433,2017-06-23,County Ground,Taunton,22.988347859148377,61.55866111230386,3.5158725943565416,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.247011952191235,0.17928286852589642,0.3346613545816733,0.06772908366533864,95,140.0,50,200,80,False,True,summer,False,False,6.079942360401339,1.0,2.832695431259257,3.398516030412387
1031435,2017-06-25,Sophia Gardens,Cardiff,11.69757025146121,74.65431344483257,7.394088508554945,0.05,0.0,balanced,1.0,1.0,1.0,1.0,8.365853658536585,0.16666666666666666,0.36585365853658536,0.06504065040650407,386,140.0,50,200,80,False,True,summer,False,False,6.381290399098739,1.0,2.874714405763532,3.527459040792202
1031665,2017-09-16,Riverside Ground,Chester-le-Street,22.524233941569364,37.3905451377927,7.1409695777481375,0.0,0.0,balanced,1.0,1.0,1.0,1.0,8.008064516129032,0.16129032258064516,0.4596774193548387,0.056451612903225805,333,140.0,50,200,80,False,True,autumn,False,False,5.550144566596199,1.0,2.755820908272523,3.1712220082929843
1034825,2017-01-26,Green Park,Kanpur,30.598587067568474,61.29200159333337,3.7320729014745373,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.344398340248963,0.12033195020746888,0.24896265560165975,0.07053941908713693,153,140.0,50,200,80,True,False,winter,False,False,6.870873366718423,1.0,2.8215271706967386,3.712654780826717
1034827,2017-01-29,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,29.18101976562159,70.22744861014547,6.012853836221245,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.902439024390244,0.09349593495934959,0.34146341463414637,0.04065040650406504,472,140.0,50,200,80,True,False,winter,False,False,7.632045174313682,1.0,2.853448419870392,4.023507753699551
1034829,2017-02-01,M Chinnaswamy Stadium,Bangalore,33.32115997930093,81.96324545496769,5.694881001172989,0.0,0.3,flat,1.2,1.3,0.7,0.6,8.582608695652173,0.17391304347826086,0.41739130434782606,0.0782608695652174,232,140.0,50,200,80,True,False,winter,False,True,11.569254470913076,0.96,3.415186316656525,5.694739051696536
1041615,2016-08-27,Central Broward Regional Park Stadium Turf Ground,Lauderhill,19.872989678080607,42.22727513107397,4.236462754293527,0.0,0.0,flat,1.2,1.3,0.7,0.6,11.736,0.268,0.24000000000000002,0.048,73,140.0,50,200,80,False,True,summer,False,False,4.945955275220465,0.96,3.0681955275220463,2.976021215592595
1041617,2016-08-28,Central Broward Regional Park Stadium Turf Ground,Lauderhill,15.969039990107834,51.73967770369191,3.03543941731524,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.022222222222222,0.14074074074074075,0.4444444444444444,0.05185185185185185,73,140.0,50,200,80,False,True,summer,False,False,4.790975767658427,1.0,2.5813197989880647,2.8326542668609838
1043989,2017-02-17,Melbourne Cricket Ground,Unknown,30.82368773483865,74.04353298727308,4.476611254458624,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.469135802469136,0.09053497942386832,0.2962962962962963,0.04526748971193416,257,140.0,50,200,80,True,False,winter,False,False,7.679867673739244,1.0,2.814900347620838,4.0349271390198655
1043991,2017-02-19,"Simonds Stadium, South Geelong",Victoria,31.933229947214045,75.81559409184801,5.48099834531189,0.0,0.0,balanced,1.0,1.0,1.0,1.0,4.884422110552764,0.08542713567839195,0.542713567839196,0.020100502512562814,375,140.0,50,200,80,True,False,winter,False,False,8.080302368376183,1.0,2.6964724478928943,4.171415436929052
1043993,2017-02-22,Adelaide Oval,Unknown,33.61687692116158,77.56566721554928,6.093494099566843,0.0,0.0,spinning,0.8,0.7,1.4,0.5,4.816143497757848,0.06278026905829596,0.484304932735426,0.04484304932735426,6,140.0,50,200,80,True,False,winter,False,False,8.458669872806992,0.89,2.727481337056484,4.284964216534093
1044211,2016-09-27,Sinhalese Sports Club Ground,Colombo,14.203969837299487,52.64485232023543,5.113934344660668,0.0,0.0,balanced,1.0,1.0,1.0,1.0,4.280701754385965,0.08187134502923976,0.2807017543859649,0.011695906432748537,377,140.0,50,200,80,False,True,autumn,False,False,5.075426468673854,1.0,2.3356128223059818,2.8972931519307377
1046679,2016-08-17,Skarpnack 1,Stockholm,17.957360026961844,49.65183644108322,6.9414522358614414,0.0,0.0,balanced,1.0,1.0,1.0,1.0,5.915492957746479,0.11267605633802817,0.30985915492957744,0.051643192488262914,381,140.0,50,200,80,False,True,summer,False,False,5.6666182719226335,1.0,2.5582111229669113,3.1782895333624355
1046681,2016-08-17,Skarpnack 2,Stockholm,18.580080198840708,44.17590461120258,3.9351569007747003,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.27027027027027,0.0990990990990991,0.4864864864864865,0.05855855855855856,382,140.0,50,200,80,False,True,summer,False,False,4.85383463059914,1.0,2.5124104900869413,2.8440159502570443
1046685,2016-08-17,Skarpnack 1,Stockholm,20.24069799936437,38.83104965122805,4.2993538794351815,0.0,0.0,balanced,1.0,1.0,1.0,1.0,5.865671641791045,0.08208955223880597,0.17910447761194032,0.03731343283582089,381,140.0,50,200,80,False,True,summer,False,False,4.825493058384876,1.0,2.469116470017592,2.824020517357469
1046687,2016-08-17,Skarpnack 2,Stockholm,18.152352298305267,43.4687068925639,4.762902176986693,0.0,0.0,spinning,0.8,0.7,1.4,0.5,5.112244897959184,0.07653061224489796,0.3673469387755102,0.07142857142857142,382,140.0,50,200,80,False,True,summer,False,False,4.941251009856061,0.89,2.4053495907815243,2.8135703220987294
1049617,2016-08-26,Johor Cricket Academy Oval,Unknown,19.09036535314007,39.83495567966857,5.047719182700071,0.0,0.0,spinning,0.8,0.7,1.4,0.5,5.7946768060836495,0.07604562737642585,0.13688212927756654,0.11026615969581749,201,140.0,50,200,80,False,True,summer,False,False,4.910328155837449,0.89,2.47050049619211,2.814231361573402
1049631,2016-08-27,Johor Cricket Academy Oval,Unknown,16.23638383955955,42.535556917488776,5.202217929707491,0.0,0.0,spinning,0.8,0.7,1.4,0.5,6.142292490118577,0.05138339920948617,0.1422924901185771,0.14624505928853754,201,140.0,50,200,80,False,True,summer,False,False,4.790859815771892,0.89,2.493315230589047,2.7710069724265667
1049633,2016-08-28,Johor Cricket Academy Oval,Unknown,17.131872176991088,46.2332404155299,4.555269626420827,0.0,0.0,spinning,0.8,0.7,1.4,0.5,5.733333333333333,0.06296296296296296,0.28888888888888886,0.1259259259259259,201,140.0,50,200,80,False,True,summer,False,False,4.935903163759769,0.89,2.46692364970931,2.8237459954457695
1050217,2016-09-23,Dubai International Cricket Stadium,Unknown,17.787821866904718,44.55802624048668,4.567151002508257,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.416666666666667,0.13425925925925927,0.3055555555555556,0.06481481481481481,116,140.0,50,200,80,False,True,autumn,False,False,4.920113699216458,1.0,2.5336780365883125,2.874781087004246
1050219,2016-09-24,Dubai International Cricket Stadium,Unknown,14.295952980120676,44.11178298366419,5.472855200171558,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.181102362204724,0.1220472440944882,0.30708661417322836,0.07086614173228346,116,140.0,50,200,80,False,True,autumn,False,False,4.729755487229589,1.0,2.5910857849434312,2.8101193518805223
